,Role,Company,Location,Min_Salary,Max_Salary,Average_Salary,Employment Type,Min_Experience,Max_Experience,UG,PG,Doctorate,Key Skills,Industry Type,Department,Role Category,Date Posted,Openings,Applications,Reviews
82,data science and analytics - other,act2hire ventures,"['bangalore', 'delhi', 'mumbai']",1000000.0,2000000.0,1500000.0,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['artificial intelligence', 'data analysis', 'llm', 'python', 'python development', 'python programming']",it services and consulting,data science and analytics,data science and analytics - other,05-09-2024,1,1795,
83,data scientist,ibm,['kolkata'],,,,"full time, permanent",3,7,Any Graduate,any postgraduate,Not Specified,"['algorithms', 'artificial intelligence', 'aws', 'big data', 'data analysis', 'data analytics', 'data science', 'data visualization', 'deep learning', 'etl', 'hadoop', 'hive', 'kafka', 'machine learning', 'ml', 'natural language processing', 'pandas', 'power bi', 'pyspark', 'python', 'spark', 'sql', 'tableau']",it services and consulting,data science and analytics,data science and machine learning,30-08-2024,,130,4.1
84,data scientist,hdfc bank,['chennai'],,,,"full time, permanent",9,13,Any Graduate,any postgraduate,Not Specified,"['aws', 'cloud', 'data scientist', 'data scientist lead', 'machine learning engineer', 'python', 'senior data scientist']",banking,data science and analytics,data science and machine learning,26-08-2024,1,312,3.9
87,data engineer,career foresight hr solution llp,"['bangalore', 'kochi']",2000000.0,3500000.0,2750000.0,"full time, permanent",6,11,Any Graduate,Not Specified,Not Specified,"['azure cloud', 'gcp', 'python']",it services and consulting,data science and analytics,data science and machine learning,10-09-2024,5,9,
88,data scientist,response informatics,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",0,5,Any Graduate,medical-ms/md in psychology,Not Specified,"['deep learning', 'deployment', 'mongodb', 'natural language processing', 'python', 'sql', 'tdd', 'test driven development']",it services and consulting,data science and analytics,data science and machine learning,10-08-2024,1,21260,3.7
89,data scientist,adzguru media & technology,"['kolkata', 'papua new guinea']",,,,"full time, permanent",10,20,Any Graduate,any postgraduate,ph.d/doctorate,"['arima', 'artificial intelligence', 'clustering', 'data science', 'deep learning', 'linear regression', 'logistic regression', 'machine learning', 'natural language processing', 'neural networks', 'predictive modeling', 'python', 'r', 'random forest', 'regression', 'statistical modeling', 'time series', 'xgboost']",analytics / kpo / research,data science and analytics,data science and machine learning,04-09-2024,2,34,
90,full stack data scientist,volody product,"['goregaon east', 'mumbai']",,,,"full time, permanent",2,4,Any Graduate,ms/m.sc,ph.d/doctorate,"['artificial intelligence', 'aws', 'azure', 'data science', 'flask', 'google cloud platform', 'machine learning', 'numpy', 'python', 'tensorflow', 'web development']",software product,data science and analytics,data science and machine learning,04-09-2024,1,1070,3.4
91,data science and analytics - other,adinath agro processed foods,['pune'],400000.0,500000.0,450000.0,"full time, permanent",3,4,Any Graduate,Not Specified,Not Specified,"['competitor analysis', 'dashboards', 'data analysis', 'data analytics', 'data cleansing', 'data extraction', 'data mining', 'data science', 'data visualization', 'fmcg', 'food', 'market analysis', 'predictive analytics']",food processing,data science and analytics,data science and analytics - other,30-08-2024,1,747,2.4
92,data scientist,wind turbine based company,['chennai'],,,,"full time, permanent",5,8,b.tech/b.e.,Not Specified,Not Specified,"['data science', 'machine learning', 'statistical modelling']",electronics manufacturing (electronic manufacturing services (ems)),data science and analytics,data science and machine learning,04-09-2024,1,224,
93,data scientist,shell infotech,['pune'],,,,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['apache', 'aws glue', 'python', 'spark']",it services and consulting,data science and analytics,data science and machine learning,27-08-2024,1,127,
94,data scientist,top b2b mnc in auto components sector,['pune'],,,,"full time, permanent",5,10,b.tech/b.e.,Not Specified,Not Specified,"['data science', 'deep learning', 'genism', 'keras', 'machine learning', 'natural language processing', 'nltk', 'python', 'pytorch', 'spacy']",software product,data science and analytics,data science and machine learning,04-09-2024,1,379,
95,data scientist,bestex research,['bangalore'],,,,"full time, permanent",0,3,Any Graduate,mba/pgdm,Not Specified,"['analytics', 'c++', 'computer science', 'data collection', 'data management', 'market data', 'performance measurement', 'python', 'simulation', 'sql']",banking,data science and analytics,data science and machine learning,10-08-2024,1,3922,
96,full stack data scientist,cai,['bangalore'],,,,"full time, permanent",3,6,Any Graduate,Not Specified,Not Specified,"['anomaly detection', 'data lake', 'data mining', 'datafactory', 'flask', 'forecasting', 'hypothesis testing', 'keras', 'kubernetes', 'machine learning', 'microsoft azure', 'model building', 'model development', 'natural language processing', 'query writing', 'random forest', 'regression', 'scikit-learn', 'sql', 'tensorflow']",it services and consulting,data science and analytics,data science and machine learning,27-08-2024,,920,4.0
97,data scientist,loyalytics,['bangalore'],,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['data bricks', 'pyspark', 'python', 'sql']",it services and consulting,data science and analytics,data science and machine learning,27-08-2024,4,3512,4.1
98,data scientist,superior electric machines,"['bangalore', 'gurgaon', 'mumbai']",,,,"full time, permanent",10,12,Any Graduate,any postgraduate,ph.d/doctorate,"['change management', 'data science', 'data scientist', 'machine learning', 'power bi', 'python', 'sql', 'statistics']",it services and consulting,data science and analytics,data science and machine learning,26-08-2024,1,429,
99,data scientist,biz tech consultants,['nehru place'],,,,"full time, permanent",3,8,b.tech/b.e.,m.tech,Not Specified,"['aws', 'azure', 'computer vision', 'data science', 'gcp', 'keras', 'model creation/ solution', 'numpy', 'opencv', 'pandas', 'python', 'pytorch', 'scikit-learn', 'tensorflow']",it services and consulting,data science and analytics,data science and machine learning,10-09-2024,1,9,3.5
100,data scientist,biz tech consultants,['gurgaon'],,,,"full time, permanent",3,8,b.tech/b.e.,m.tech,Not Specified,"['aws', 'azure', 'computer vision', 'data science', 'gcp', 'keras', 'model creation/ solution', 'numpy', 'opencv', 'pandas', 'python', 'pytorch', 'scikit-learn', 'tensorflow']",it services and consulting,data science and analytics,data science and machine learning,10-09-2024,1,12,3.5
101,data scientist,biz tech consultants,['ghaziabad'],,,,"full time, permanent",3,8,b.tech/b.e.,m.tech,Not Specified,"['aws', 'azure', 'computer vision', 'data science', 'gcp', 'keras', 'model creation/ solution', 'numpy', 'opencv', 'pandas', 'python', 'pytorch', 'scikit-learn', 'tensorflow']",it services and consulting,data science and analytics,data science and machine learning,10-09-2024,1,9,3.5
102,data scientist,biz tech consultants,['noida'],,,,"full time, permanent",3,8,b.tech/b.e.,m.tech,Not Specified,"['aws', 'azure', 'computer vision', 'data science', 'gcp', 'keras', 'model creation/ solution', 'numpy', 'opencv', 'pandas', 'python', 'pytorch', 'scikit-learn', 'tensorflow']",it services and consulting,data science and analytics,data science and machine learning,10-09-2024,1,12,3.5
103,full stack data scientist,chubb,['bangalore'],,,,"full time, permanent",2,4,b.tech/b.e.,any postgraduate,Not Specified,"['artificial intelligence', 'business analytics', 'business development', 'data analysis', 'data science', 'deep learning', 'machine learning', 'nlp', 'power bi', 'r']",insurance,data science and analytics,data science and machine learning,02-09-2024,,1624,3.8
104,data science and analytics - other,sagality india,"['bangalore', 'mumbai']",,,,"full time, permanent",3,5,Any Graduate,Not Specified,Not Specified,"['machine learning', 'natural language processing', 'python', 'sql']",it services and consulting,data science and analytics,data science and analytics - other,02-09-2024,1,1123,3.8
105,data scientist,info test ehire campaign,"['bangalore', 'gurgaon', 'pune']",1500000.0,2000000.0,1750000.0,"full time, permanent",4,9,b.tech/b.e.,Not Specified,Not Specified,"['clustering', 'machine learning', 'market mix modelling', 'marketing mix', 'mmm', 'python', 'regression', 'sql']",recruitment / staffing,data science and analytics,data science and machine learning,02-09-2024,3,953,
106,software development - other,stellantis,['bangalore'],,,,"full time, permanent",7,12,Any Graduate,any postgraduate,Not Specified,"['data science', 'deep learning', 'kafka', 'keras', 'machine learning', 'python', 'pytorch', 'r program', 'spark', 'tableau', 'tensorflow']",software product,engineering - software and qa,software development,02-09-2024,2,377,3.5
107,full stack data scientist,viaprom technologies,"['bangalore', 'kolkata']",,,,"full time, permanent",6,8,b.tech/b.e.,m.tech,ph.d/doctorate,"['aws', 'azure', 'data science', 'data scientist', 'gcp', 'hadoop', 'predictive modeling', 'python', 'python programming', 'spark', 'sql']",analytics / kpo / research,data science and analytics,data science and machine learning,01-09-2024,1,155,
108,data scientist,cognite,['bangalore'],,,,"full time, permanent",3,7,Any Graduate,any postgraduate,Not Specified,"['analytical', 'digital transformation', 'git', 'machine learning', 'manager quality assurance', 'microsoft', 'monitoring', 'production planning', 'web development', 'wifi']",it services and consulting,data science and analytics,data science and machine learning,28-08-2024,1,226,
109,data scientist,hbic solutions,['hyderabad'],,,,"full time, permanent",0,2,Any Graduate,any postgraduate,Not Specified,"['artificial intelligence', 'data analytics', 'data collection', 'data science', 'deep learning', 'packaging', 'python', 'testing']",software product,data science and analytics,data science and machine learning,10-08-2024,1,3260,4.6
110,full stack data scientist,leading client,['gurgaon'],,,,"full time, permanent",3,6,b.tech/b.e.,m.tech,ph.d/doctorate,"['data scientist', 'deep learning', 'dl', 'gen ai', 'healthcare analytics', 'llm', 'machine learning', 'ml algorithms', 'ml modeling', 'mlops', 'natural language processing', 'nlp', 'pytorch', 'scikit-learn', 'statistical model building', 'tensorflow']",analytics / kpo / research,data science and analytics,data science and machine learning,29-08-2024,,647,
111,other,one of the largest it firm in india,['bangalore'],,,,"full time, permanent",6,11,Not Specified,Not Specified,ph.d/doctorate,"['data science', 'deep learning', 'machine learning', 'python', 'robust code']",it services and consulting,other,other,27-08-2024,8,272,
112,data scientist,essenware private limted,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['compliance', 'kpi', 'matrix', 'mentor', 'production support', 'project development', 'software quality', 'technical documentation']",it services and consulting,data science and analytics,data science and machine learning,10-08-2024,1,1103,4.7
113,data scientist,essenware private limted,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['bayesian', 'data analysis', 'linear regression', 'logistic regression', 'machine learning', 'market mix modelling', 'mmm', 'natural language processing', 'predictive modeling', 'probabilistic', 'programming', 'python', 'r', 'sql', 'statistical modeling', 'statistics', 'time series analysis']",it services and consulting,data science and analytics,data science and machine learning,10-08-2024,1,4532,4.7
114,data scientist,essenware private limted,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['data extraction', 'data manipulation', 'deployment', 'gcp', 'healthcare', 'interpersonal skills', 'machine learning', 'natural language processing', 'programming', 'python']",it services and consulting,data science and analytics,data science and machine learning,10-08-2024,1,3100,4.7
